Words,Sadness,Anxiety,Anger,Disgust,Trust,Surprise,Joy
痛い,0.0909,1.175,0,0.2882,0.0909,0.2882,0
癌,1.5859,0.4616,0.1132,0,0.0357,0.9057,0
発表,0.4971,0.9754,0,0,0.0385,1.5167,0.0385
発見,0.0769,0.2438,0.0769,0.0769,0,0.9942,0.4615
発言,0.1364,0.0227,1.2431,1.7378,0.2111,0.2111,0
白血病,1.6992,0,0,0.0222,0.0222,2.6114,0
目,1.4324,0.4169,0.5434,0.2996,0.0323,0.1023,0.0323
相手,0.3314,0.0256,1.1386,0.7666,0.887,0.0256,0.0256
相談,0.125,0,0.125,0,4.4646,0.0208,0.0208
看護,0,0,0.4615,0.2438,1.9507,0,0
知った,0.344,0.1174,0.037,0.037,0,2.6255,0.1174
知って,0.5455,0,0,0,0.0909,1.9091,0
知ら,0.1463,0.0773,0.9618,0.5122,0.0773,1.0831,0.2265
知り合い,1.032,0.3178,0,0.0598,0.1132,2.3326,0.0598
知人,1.6878,0.0238,0,0.3077,0.5,0.7118,0.1429
確認,0,0.6634,0.4286,0.0714,0.6634,0.0714,0.0714
社,0,0.0909,0.0909,0.2882,0.5455,0.8443,0
社会,0.0526,1.8208,0.3158,0.0526,0.3158,0.0526,0
社員,0.0961,0.1818,0.7685,1.0483,0.5104,0.2814,0
社長,0.0556,0.0556,0.516,0.3333,1.4089,0.0556,0
祖母,3.2222,0.2727,0,0,0,0.1441,0
祖父,3.1859,0,0.25,0,0.0417,0.0417,0.0417
私,0.3367,0.3021,0.6371,0.7582,2.1238,0.6371,0.0216
税,0.1714,2.1846,0.7246,0.0286,0,0.3693,0
税金,0,0.4038,1.5041,0.5619,0,0.4038,0
突然,0.7685,0.1818,0.1818,0.0961,0.0303,1.9818,0
立ち,0.0909,0.0909,0.2882,0.2882,0,0.2882,0.5455
立った,0,0,3.731,0.1668,0,0,0
競馬,0.8021,0,0.0476,0,0.1509,0.1509,1.6473
笑い,0.2264,0,0.0714,0.2264,0,0,2.1355
笑顔,0.0833,0,0,0.2642,0.5,0,1.4037
管理,0,0.0909,1.5313,0.0909,0.2882,0.0909,0
精神,0.1761,0.718,0.0556,0.0556,0.718,0.1761,0.1761
糞,0.0588,0,0.7603,2.035,0,0.0588,0
約束,0.1523,0.0164,1.0721,0.1523,2.9664,0.0164,0
紅葉,0,0,0,0,0,0.5463,2.9115
終了,0.774,1.0771,0.2642,0,0,0.0833,0
絆,0,0,0,0,3.7004,0,0
経済,0,2.9604,0.2113,0,0,0.0667,0
結婚,0.1489,0.351,0.0225,0.0225,0.0225,5.359,0.0659
結局,0.2642,0.5,0.2642,0.0833,0.774,0,0
結果,0.1935,2.8338,0.066,0.066,0.066,0.5283,0.066
給料,0.3818,1.5972,0.8074,0.1689,0.1689,0.1091,0.235
統計,0,0.2113,2.3063,0,0.4,0,0
続いて,0.2264,2.1355,0,0,0.0714,0.0714,0.0714
続け,0,3.0334,0,0,0,0,0.2438
続けて,0.375,0.5805,0.375,0.375,0,0.1981,0.0625
続ける,0,0.2882,0,1.175,0.5455,0,0.0909
総理,0.0667,0,1.4,0.4,0.4,0.0667,0
美味しい,0,0,0,0,0.75,0,3.3446
義母,0.5805,0.375,0.5805,0.8078,0,0,0
老後,0,6.2616,0,0,0.0123,0,0
考え,0.0385,0.2308,0.3572,1.1499,0.1219,0.4971,0.1219
考えた,0,2.1133,0.0833,0.5,0,0,0
考えて,0.1585,0.4644,0.4644,0.05,0.8422,0,0.3
考える,0.04,2.1879,0.04,0.04,0.1268,0.04,0.517
聞いた,0.1174,0.037,0.2222,1.4605,0.2222,0.6239,0.037
聞いて,0.0896,0,0.7387,0.1386,2.8981,0.5163,0
聞か,0.0333,0.1057,3.3173,0.1057,0.0333,0.1057,0
職員,0.0909,0.2882,0.8443,0.5455,0.0909,0,0
職場,0.3613,0.5174,0.7264,1.1314,1.0387,0.438,0.2525
肩,0.0769,1.2957,0.2438,0.0769,0.0769,0.2438,0
育児,0.0833,0.2642,0.5,0,1.0771,0,0.0833
腹,0.0345,0,4.263,0,0,0.0345,0.0345
自分,0.6062,0.9948,1.1993,1.1616,0.9948,0.7439,0.2718
自分勝手な,0,0,1.3125,1.8686,0,0,0
自動車,0.3529,0.1865,0.7603,0.1865,0.3529,0.1865,0
自宅,0.3,0.3,0.05,0.6462,0.05,0.4644,0.3
自己,0,0.2113,0.6192,1.6906,0.0667,0,0
自殺,1.8778,0,0,0,0,1.6473,0
自身,0.0312,0.6562,0.4039,0.7925,0.1875,0.5264,0.0991
自転車,0.3917,0.1395,1.6486,0.1395,0.1395,0.4884,0.216
臭,0,0,0,3.8074,0,0,0
臭い,0,0,0,4.5197,0.0385,0,0
良い,0.3818,0.3063,0.3818,0.1689,0.9945,0.629,0.3818
良かった,0.4286,0.0714,0.2264,0,0.9232,0,0.4286
良く,0.0417,1.0566,0.1321,0,0.387,0.387,0.5385
色々,0,0.2438,0,0,0.9942,0,1.2957
花,0.8617,0,0.4,0,0,0.6192,0.4
花子,1.2957,0,0,0,0,1.6154,0
芸能,0.1091,0.1091,0.0182,0.8074,0,3.29,0.0182
若い,0.5615,0.1057,0.4308,0.8453,0.1057,0.3096,0.2
荷物,0,0.0833,0.5,0.0833,1.0771,0.0833,0.0833
菓子,0.774,0,0,0.0833,0.0833,0.0833,1.0771
落ちた,1.8114,0.0714,0.2264,0.0714,0,0.2264,0
落ちて,0.9908,0.3529,0.1865,0.3529,0,0.3529,0
落とした,2.2498,0.1441,0.1441,0.0455,0.0455,0.2727,0
落として,1.9091,0.0909,0.2882,0.0909,0,0,0
葬式,3.1449,0,0,0,0,0.0909,0
薬,0,0.6803,0.1668,0.1668,0.1668,1.3347,0
薬物,0,0,0.0714,1.5,0,1.2032,0
虐待,1.2811,0.0115,1.9297,1.4919,0,0.0115,0.0115
行き,0.634,0.025,0.0792,0.15,0.4211,0.0792,1.9116
行く,0.2486,0.4038,0.1154,0.1154,0.4038,0.2486,1.9138
行った,0.4037,0.1175,0.0844,0.1531,0.2718,0.1175,3.8447
行ったら,0.2113,0.0667,0,0.6192,0.0667,1.1229,0.0667
行って,0.3438,0.0204,0.0647,0.0204,0.5175,0.1895,2.649
行動,0.1176,0.0622,1.1765,1.1765,0.7732,0.1176,0.0622
行為,0.0909,0,1.175,0.8443,0,0.0909,0
被害,0.6854,0.4552,0.6854,0.3493,0.1622,0.4552,0.027
裏切ら,0.4,0,1.1229,0.2113,0.4,0.0667,0
裏切り,0.0625,0,3.0935,0.0625,0,0.0625,0
見,0.7118,0.0755,0.0238,0.4011,0.0755,0.3077,1.6878
見た,0.7843,0.1875,0.3965,1.9134,0.0089,0.4419,0.7332
見つかった,0.0769,0.0769,0,0.0769,0.2438,0.9942,0.4615
見つけた,0.0667,0.0667,0,0.8617,0,0.4,0.8617
見て,0.5882,0.3416,0.2661,0.9985,0.6317,0.3416,1.2417
見る,0.108,0.0369,1.7282,0.9548,0.1503,0.108,1.1572
覚え,0,0.3529,1.4917,0.5463,0.1865,0,0
覚えた,0.0213,0.1277,1.9925,1.2766,0.275,0.0674,0
覚えて,0.1441,0.0455,0.2727,0.2727,0.5875,0.9545,0.0455
覚える,0,0.0227,2.2618,1.7378,0.1364,0,0
親,1.4413,0.7332,1.0492,0.4884,0.6827,0.0283,0.0283
親友,0,0,0.0961,0,4.3121,0.0303,0.0303
親戚,1.7644,0.1935,0.1935,0.1935,0.0323,0.4169,0.1023
親身に,0,0,0,0,3.7004,0,0
観,0.2882,0,0.0909,0.2882,0,0.2882,0.8443
観た,0.2438,0,0,0.0769,0.0769,0.2438,1.6154
解散,0.2882,0,0.0909,0,0,1.9091,0.0909
解決,0.0833,0.0833,0,0.0833,2.1133,0.0833,0
言い,0.1174,0,1.2813,0.344,0.1174,0.2222,0.6239
言う,0.1407,0.1958,1.8731,1.5079,0.1958,0.0909,0.0152
言った,0,0.0588,0.3529,0.7603,0.7603,0.3529,0
言って,0.375,0.0179,1.5687,0.6178,0.8839,0.2308,0
言わ,0.6202,0.5438,2.308,0.4331,0.5438,0.4331,0.0066
言動,0,0,1.4949,1.05,0.1585,0.1585,0
言葉,0.2486,0.061,0.8539,0.4038,1.6894,0.3239,0
計画,0,0.0526,0.0526,0,0.1668,0.0526,2.8788
診断,0.6,2.5099,0.0286,0,0.0906,0.2654,0.0286
詐欺,0.4644,0.1585,0.4644,0.4644,0.05,0.4644,0.05
評価,0.1981,0.0625,0.375,0.1981,0.8078,0.375,0
試合,0,0.0556,0.0556,0.0556,0.3333,0.9358,0.9358
試験,0.6155,2.3569,0,0,0,0.2857,0
話,0.1427,0.1095,0.4635,1.1527,1.4228,0.0508,1.2059
話し,0.1509,0.1509,0.2857,0.4423,0.6155,0.4423,0.0476
話した,0.2642,0,0.2642,0,1.0771,0,0.5
話して,0.4,0,0,0.8617,0.6192,0,0.4
認知,1.5735,1.3347,0,0.0526,0,0,0.0526
誕生日,0.387,0.0417,0,0,0.7018,1.0566,0.5385
誘拐,0.3715,0.24,1.1959,1.1959,0,0,0
説明,0.0435,0.1378,0.913,0.7324,0.913,0,0
誰,0.1057,0.3096,0.7,0.2,0.5615,0.4308,0.2
調子,0.4222,1.5725,0.1441,0.1441,0.1441,0.1441,0
警察,0.4286,0.2264,0.0714,0.2264,0.6634,0.0714,0.0714
負けた,2.3371,0,0.4888,0,0,0.3158,0
財布,1.7067,0.4457,0.3203,0.2069,0.0345,0.2069,0
責任,0.05,0.1585,0.8422,1.05,0.1585,0.1585,0
貯金,0.0667,2.9604,0,0,0.0667,0,0.0667
貰った,0,0,0.0769,0,1.9507,0.2438,0.2438
買い,0.7144,0.2438,0,0,0.0769,0.0769,0.9942
買い物,0.2552,0.048,0.3842,0.0909,0.1958,0.6728,2.2519
買う,0.4286,0.0714,0,0.4286,0.4286,0.0714,0.4286
買った,1.3953,0.0233,0.3917,0.1395,0.0737,0.216,1.0327
買って,2.18,0.0333,0.1057,0.0333,0.7,0.1057,0.0333
質問,0,0,0.9908,0.3529,0.9908,0.1865,0
購入,0.8649,0.4211,0.15,0.0792,0.4211,0.2322,0.7474
赤ちゃん,0.0556,0,0,0.1761,0.0556,1.1667,1.1667
走って,0,0.0714,0.6634,0.0714,0,1.5,0.0714
起きた,0,0.7144,0.7144,0,0,0.9942,0
趣味,0.0984,0,0.0164,0.0164,0.1523,0.0984,4.5336
足,0.75,0.2143,0.75,0.1132,0.2143,0.4616,0.0357
身体,0.2113,0.8617,0,0.6192,0.2113,0.0667,0.0667
身内,2.1879,0,0.24,0,0.6738,0.04,0.04
車,0.5995,0.4606,2.2325,0.4606,0.2675,0.5641,0.2982
転勤,0.5455,0.2882,0.2882,0,0,0.5455,0.0909
転職,0.1219,2.7265,0,0.1219,0.1219,0.1219,0.0385
辞めた,0.5455,0.2882,0.2882,0.0909,0,0.5455,0
込ま,0,0.0909,2.3054,0.0909,0.0909,0,0
込み,0.0961,0,2.4884,1.0483,0,0.0303,0.0303
込んで,0,0.0667,0.8617,0.4,0.6192,0.2113,0
近く,0.0435,0.1378,0,1.7145,0,0.5619,0.4038
近所,0.35,0.0528,0.5766,1.1815,0.4983,0.9116,0.0167
返事,0.2438,0.2438,0.4615,0.2438,0.4615,0.0769,0
迷惑,0,0.04,1.7762,1.5774,0,0.04,0
退職,1.3456,1.0483,0.0961,0.0303,0,0.6364,0.0303
途中,0.8443,0.2882,0.2882,0,0,0.5455,0
通り,0.2882,0,1.175,0.2882,0.2882,0,0
通勤,0.1981,0.5805,0.5805,0.375,0,0.1981,0.0625
連絡,0.1873,0.4333,0.7927,0.3675,1.7031,0.1346,0.1346
連続,0.2642,0,0.0833,0.0833,0,1.75,0.0833
逮捕,0.2019,0,0.1304,0.1304,0,3.9336,0.0217
週,0,0,0,0.2264,0,0.4286,2.1355
進んで,0.4615,0.4615,0,0,0.4615,0.2438,0.2438
遊び,0.25,0.0417,0.0417,0.0417,0,0.0417,2.9537
遊ぶ,0,0,0,0,0,0,4.9542
遊んだ,0,0,0,0,0,0,3.8074
遊んで,0.04,0,0,0,0.04,0,4.2182
運動,0,0.2642,0.0833,0.2642,0,0,1.75
運転,0.0288,0.3145,3.2349,0.7986,0.0545,0.2718,0.1531
過ごした,0.0909,0,0.2882,0,0.0909,0,1.9091
過ごす,0.0625,0.0625,0,0,0,0,3.4185
道,0.3203,0.1093,0.3203,1.7067,0,0.2069,0.2069
違う,0.3529,0,0.9908,0.7603,0.0588,0.0588,0.0588
違反,0.2882,0,0.8443,1.175,0,0,0
遭遇,0.0833,0.0833,0.0833,1.4037,0,0.5,0
選手,1.4641,0,0,0.0528,0.1548,2.5833,0.1
部下,0.0373,0.0706,2.0517,0.7059,1.6741,0.0373,0
部屋,0.0526,0.3158,0.4888,0.8865,0,0.3158,0.1668
酒,0.2,0.0333,0.2,0.4308,0,0.0333,2.363
野党,0,0,1.2353,0.5463,0.1865,0.3529,0.0588
野球,0,0,0,0,0.2882,0.5455,1.5313
量,0.2642,0.5,0.0833,0.2642,0,0.774,0
金,0.716,2.56,0.716,0.3561,0.4705,0.093,0.0072
金銭,0.0625,3.0935,0.0625,0.0625,0,0,0
金額,0.0625,0.375,0.375,0,0.0625,1.585,0
釣り,0.2642,0,0,0,0,0,2.8829
鍵,0.0769,1.9507,0.4615,0,0,0.0769,0
長年,1.05,0.05,0.05,0,0.8422,0.4644,0.05
間,0.1219,0.3572,0.1219,0.2308,1.5167,0.2308,0.0385
関係,0.1161,0.4929,0.4324,0.4324,2.9344,0.0125,0.0125
降って,1.175,0.0909,0.0909,0,0,0.8443,0
際,0.2814,0.2814,0.6364,0.2814,0.6364,0.5104,0.0303
障害,1.1527,1.1527,0.0455,0.2727,0.0455,0.0455,0
隣,0.2019,0.2019,0.3662,2.957,0.0217,0.0689,0.0217
隣人,0,0,0.5455,1.5313,0.0909,0.0909,0
離れて,0.0909,0.5455,0,0,1.5313,0.0909,0
離婚,1.7647,0.1765,0.3801,0.0932,0.0294,0.7459,0
雨,2.085,0.8793,0.1765,0.0294,0,0.1765,0.0294
雪,0.0556,0.3333,0,0,0.0556,1.661,0.516
電話,0.1429,0.0238,1.5571,0.3077,1.1785,0.1429,0.0238
電車,0.2491,0.4558,1.0302,2.9654,0.05,0.1077,0.05
非常に,0.5455,0,0.8443,0.0909,0,0.0909,0.2882
面白い,0,0,0.0833,0,0,0,3.2862
韓国,0.0857,0.2406,1.4217,1.2549,0.0453,0.9343,0.0143
音,0,0.0714,0.0714,1.8114,0.2264,0.2264,0
音楽,0.1761,0,0,0,0.0556,0.0556,3.0387
頃,1.8114,0,0,0.0714,0.6634,0.0714,0
順番,0,0,3.1449,0.0909,0,0,0
頑張って,0.2264,0,0.0714,0,2.471,0.0714,0
頭,0.387,0.1321,1.2457,0.5385,0,0.387,0
頼り,0.0435,0,0,0,3.8194,0.1378,0
頼んで,0,0,0.8443,0.0909,1.5313,0,0
額,0,1.175,0,0,0,1.5313,0
顔,0.1585,0.1585,0.3,1.268,0.1585,0.1585,0.05
願い,0,0,0,0.7144,1.9507,0,0.0769
顧客,0.0769,0,1.2957,0.2438,0.4615,0.0769,0
風呂,0.2264,0.2264,0.0714,1.2032,0.0714,0.0714,0.0714
風邪,0.4011,1.5571,0.1429,0.6038,0.2211,0.2211,0.0238
食べ,1.0101,0.0204,0.5175,0.706,0.0204,0.1224,1.0101
食べた,0.1585,0,0,0.05,0,0.05,3.27
食べて,0.5463,0,0.0588,0.7603,0,0.3529,0.5463
食べる,0.0714,0,0,0.6634,0.0714,0.4286,0.9232
食事,0.0145,0.087,0.0459,0.7173,0.087,0.0145,3.7031
飲み,0.12,0.0634,0.0634,0.2585,0.2585,0.0634,3.1
飲む,0,0.0833,0,0.0833,0,0.2642,2.1133
飼い,1.2457,0.25,0.0417,0,0.1321,0.1321,0.875
飼い犬,2.7179,0,0.0909,0,0,0,0.0909
飼って,4.0169,0.02,0.0634,0.0634,0.0634,0.12,0.0634
館,0.0556,0,0,0.718,0,0.3333,1.661
香港,0.4615,0.4615,0.0769,0.2438,0,0.7144,0
馬,0.0909,0,0.0909,0,0.5455,0.2882,0.8443
馬券,0.9232,0.0714,0,0,0.0714,1.2032,0.0714
駅,0.6738,0.04,0.6738,0.6738,0.1268,0.3715,0
駐車,0.4888,0,1.8208,0.1668,0.0526,0.1668,0
騒いで,0,0,0.8443,1.5313,0,0.0909,0
騒音,0,0.0588,2.6121,0.5463,0,0,0
騙さ,0,0,1.8114,0.9232,0.0714,0,0
驚いた,0.0097,0,0,0,0,6.6216,0
驚き,0.0242,0,0,0,0,6.9152,0
驚く,0,0,0,0,0,3.9069,0
高,0.0667,0.2113,0.4,0.0667,0.0667,1.4,0
高い,0.0909,0.2882,0.2882,0.2882,0.0909,0.2882,0.0909
高校,0.3317,0.3317,0.2143,0.3317,0.2143,0.9057,0.1132
高齢,0.2609,1.5041,0.0435,0.4038,0.4038,0.0435,0
髪,0.4615,0.0769,0.0769,0.7144,0.2438,0.2438,0
アイス,1.2957,0,0.0769,0,0,0.0769,0.9942
あげ,1.175,0.0909,0.5455,0,0.0909,0,0.0909
あたった,0,0,0.0833,0,0.774,1.75,0
あなた,0.0714,0.0714,0.0714,0.2264,1.5,0.0714,0.0714
アパート,0.0909,0.0909,1.175,0.5455,0,0.0909,0
あまりに,0,0.0526,1.1053,0.8865,0,0.6803,0
アメリカ,0,0.4644,0.05,0.05,1.05,0.4644,0.3
いい加減な,0,0,1.8114,1.2032,0,0,0
いつでも,0.0833,0,0,0,2.4914,0,0.2642
いつの間にか,0.5455,0,0.2882,0,0.0909,1.175,0
いつまで,0,3.8231,0.05,0.05,0,0,0
いつまでも,0.2438,0,0.9942,0.9942,0,0.0769,0
いま,0,0.2642,0.2642,0.0833,0.2642,0.2642,0.5
いわ,0.1981,0.0625,0.5805,0.8078,0.0625,0.375,0
インターネット,0.0556,0,0.516,0.3333,0.1761,0.516,0.516
ウソ,0.1865,0.0588,0.9908,0.9908,0,0.1865,0
うつ病,0.2882,2.3054,0,0,0,0.0909,0
エアコン,0.0769,0.4615,0.9942,0,0.7144,0,0
エレベーター,0,0.0909,0.5455,1.9091,0,0,0
おいしい,0,0,0,0,0.516,0,3.0387
おいて,0,0.04,0.6738,0.6738,1.0144,0.24,0.04
おかしい,0.2642,0,0.5,1.75,0,0,0
おける,0.1509,0.1509,0.6155,0.2857,1,0.0476,0.0476
おじい,2.4,0,0.04,0.1268,0,0.517,0.1268
おしゃべり,0,0,0,0.0667,0.0667,0.0667,2.9604
おっさん,0.0833,0,0.2642,2.1133,0,0,0.0833
お互い,0,0,0.0625,0,3.0935,0.0625,0.0625
お出かけ,0.0455,0,0.0455,0,0.1441,0,3.4756
お前,0.2882,0,1.175,0.0909,0.5455,0,0
かかる,0.4615,0.9942,0.0769,0.0769,0.2438,0.0769,0
かかわら,0.0667,0.2113,1.1229,0.2113,0.2113,0.2113,0
かけ,0.4038,0.5619,0.1378,0.4038,0.5619,0.1378,0.0435
かけた,0.2264,1.2032,0.4286,0.2264,0.0714,0,0
カフェ,0,0,0.0909,0,0,0.5455,1.9091
きか,0.0667,0.0667,2.629,0.0667,0,0.0667,0
ギャンブル,0.4286,0.0714,0.6634,0.2264,0.0714,0,0.4286
くじ,0.1761,0,0,0,0,3.3333,0.0556
クビ,0.0909,0.8443,0.2882,0.0909,0,0.5455,0
くらい,0.2727,0.2727,0.9545,0.0455,0.2727,0.2727,0.1441
クラス,0.2996,0.5434,0.818,0.5434,0.1935,0.1023,0.1023
クラブ,0.0769,0,0.0769,0,0.9942,0.0769,0.9942
クリスマス,0.2143,0.3317,0.0357,0.1132,0,0.0357,2.5317
くる,0,0.6634,1.8114,0.0714,0,0.0714,0
クルマ,0.5,0,0.774,0,0.5,0.0833,0.0833
クレーム,0.1268,0.1268,1.5774,0.84,0.24,0,0
クレジット,0.2882,0.0909,0.5455,0.0909,0.2882,0.2882,0
くれる,0,0,0.0667,0,3.2997,0.0667,0
ケーキ,0.24,0.04,0.04,0.04,0.517,0.6738,1.0144
ケガ,1.75,0.0833,0.0833,0.2642,0,0.0833,0
ケンカ,0.7656,0,2.7273,0.0455,0,0,0
ゴーン,0,0,0,0.0833,0.0833,2.4914,0.0833
コミュニケーション,0,0.0833,0.5,0.2642,1.0771,0,0.0833
コメント,0,0,0.2882,0.8443,0.2882,0,0.5455
ころ,0.3333,0.0556,0.1761,0.0556,0.0556,0.0556,1.661
サービス,0.5,0.0833,0.2642,0.0833,0.5,0.2642,0
サイクリング,0,0,0,0,0,0,3.585
システム,0,1.1229,0.8617,0.2113,0,0.2113,0
しばらく,0.4644,0.3,0.3,0.05,0,0.1585,1.05
ショップ,0.2438,0.0769,0.0769,0.4615,0.0769,0.7144,0.0769
シリア,1.5313,0.2882,0,0.2882,0,0.0909,0
スキー,0,0,0,0,0.0769,0.0769,3.0334
スケート,0.0625,0,0.0625,0,0,2.7753,0.1981
すごい,0.2264,0,0.0714,0.4286,0.2264,0.6634,0.2264
スタッフ,0.2113,0.0667,0.4,0.2113,1.1229,0.0667,0
ストレス,0.344,0.344,0.4787,0.6239,0.037,0.037,0.6239
スピード,0.0833,0.0833,1.0771,0,0.0833,0.774,0
すべて,0.04,0.04,0.3715,0.6738,0.84,0.24,0.24
セクハラ,0.012,0.012,0.9894,3.7614,0.012,0.253,0
そのまま,0.9942,0,0.2438,0.4615,0,0.0769,0.2438
た,0.5463,0.0588,0.7603,0.1865,0.0588,0.3529,0.0588
ダイエット,0.2642,0.0833,0.0833,0.774,0,0.774,0
タイヤ,0,0,0.0909,0.0909,1.5313,0.5455,0
たくさんの,2.2998,0,0,0,0.0769,0.0769,0.2438
たび,0.1668,0.6803,0.4888,0.3158,0.3158,0.1668,0
たまたま,0,0.0909,0,0.2882,0.2882,0.8443,0.2882
チームワーク,0,0,0,0,3.7004,0,0
ちょっと,0.0556,0.0556,0.0556,0.718,0.3333,0.718,0.1761
つかれた,0.2143,0,2.1429,0.9057,0.1132,0,0
つけ,0.3693,0.0906,1.7143,0.2654,0.7246,0,0.0286
つけて,0.1668,0,0.1668,1.5735,0.8865,0,0
て,0.0667,0,0.4,1.1229,0.2113,0.0667,0.2113
で,0.0667,0.6192,0.8617,0.0667,0.0667,0.2113,0.0667
データ,1.4037,0.774,0.2642,0,0,0,0
デート,0.2381,0,0,0,0,0,4.6397
ディズニーランド,0,0,0,0,0,0,4.1699
ドア,0.6634,0.0714,1.2032,0.2264,0,0,0.0714
とった,0.0667,0.2113,0.0667,0.4,0,1.4,0.0667
とって,0.0323,0.1023,0.5434,0.4169,0.9644,0.2996,0.2996
ともに,0.0769,0.0769,0.2438,0,1.2957,0.2438,0.0769
トランプ,0,0.0588,0.1865,0.5463,0.0588,1.2353,0.1865
どんどん,0.0476,1,0.0476,0,0.1509,0.8021,0.4423
なくした,2.7753,0,0.0625,0,0.0625,0.1981,0
なくなって,2.2203,0.1585,0,0.1585,0.1585,0.05,0.05
なにも,0.0769,0,0.2438,0.0769,0.7144,0.2438,0.4615
なんでも,0,0,0.1865,0.0588,3.2174,0,0
におい,0,0,0.0625,3.75,0,0,0
のって,0.0769,0,0.0769,0.0769,2.6611,0,0
パート,0.1321,0.7018,0.5385,0.25,0,0.5385,0.25
ばあちゃん,2.9327,0.2143,0.2143,0.0357,0,0.0357,0.0357
バカ,0,0,2.1621,0.1981,0.0625,0.375,0
バカに,0,0,2.471,0.0714,0,0.4286,0
はじめて,0.2438,0.7144,0,0.0769,0,0.7144,0.2438
ハワイ,0,0,0,0,0,0.0769,3.4158
パン,0.6634,0,0.0714,0.2264,0.2264,0,0.9232
ビール,0,0,0.0909,0,0.0909,0.0909,2.3054
ピアノ,0,0.0769,0.2438,0,0.2438,0.0769,1.6154
ひいた,1.2032,0.4286,0.0714,0,0.2264,0.2264,0
ひどく,0.2264,0.9232,0.2264,0.0714,0.4286,0.0714,0
プール,0,0,0,0.0588,0.1865,0.0588,2.9115
ファン,0.7144,0.0769,0.2438,0.4615,0.4615,0,0
フィギュア,0.1865,0,0,0,0,2.9115,0.1865
ぶつかって,0.0769,0,2.2998,0.4615,0,0,0
ぶつかり,0,0,1.5313,0.5455,0,0.2882,0
ぶつけ,0.375,0,2.7753,0,0.0625,0,0
ふり,0,0,0.8443,1.175,0.0909,0,0.0909
プロ,0.2264,0,0.0714,0,0,0.9232,1.2032
プロジェクト,0.0588,0.9908,0,0.1865,1.4917,0,0
ホテル,0.0625,0.0625,0.0625,0,0,1.585,0.8078
ほとんど,0.0556,0.1761,0.718,0.1761,0.1761,0.9358,0
ほぼ,0.4615,0,0.0769,0,0.7144,0.4615,0.2438
マスコミ,0,0,1.1527,1.7925,0.1441,0.0455,0
また,0.2444,1.4394,0.1579,0.0263,0.6674,0.4433,0.0834
メーカー,0,0.0714,0.2264,0.0714,1.8114,0.2264,0
もって,0,0,0.0833,0.0833,2.4914,0.0833,0
もっと,0.6634,0.2264,0.6634,0,0.2264,0.2264,0
ものすごく,0.2642,0.2642,0.5,0.5,0,0.2642,0
やった,0.3333,0,0.0556,0.0556,0.1761,0.1761,1.661
やっと,0.2642,0.0833,0.5,0,0.0833,0,1.0771
やっぱり,0,0,0.05,0.3,2.4748,0.1585,0.05
ヤフー,0.2882,0.0909,0.0909,0.2882,0.2882,0.2882,0.0909
やめ,0.4,0.8617,0.0667,0.4,0,0,0.4
やら,0.1761,0,1.1667,0.9358,0.3333,0,0
やりとり,0.0588,0.0588,0.1865,0.7603,0.7603,0.1865,0.0588
よい,0.3333,0.1761,0.1761,0.3333,0.718,0,0.3333
よう,0.0769,0.2438,0.7144,0.2438,0.4615,0.0769,0
よかった,0.2882,0,0,0.2882,1.175,0,0.2882
よって,0.3333,0.0556,1.1667,0.516,0,0.0556,0.1761
より,0.8021,0.4423,0.4423,0,0.8021,0,0.0476
ラジオ,0,0.0769,0.4615,0.0769,0,0.2438,1.2957
リストラ,0.3158,1.3347,0.6803,0,0.0526,0.0526,0.0526
レストラン,0,0.0667,1.1229,0.6192,0,0.2113,0.2113
ローン,0.0714,2.1355,0.0714,0,0.2264,0.0714,0
ワールドカップ,0.0792,0,0,0.025,0.0792,2.3412,1.3674
わかって,0.375,0,0.375,0.1981,1.0528,0.1981,0
わがまま,0.2642,0,2.1133,0.2642,0,0,0
わかり,0.3529,0,0,1.4917,0.7603,0.0588,0
わたし,0.0909,0,0.5455,0.5455,0.5455,0.0909,0
一生懸命,0.2642,0.0833,0.2642,0.0833,0.5,0.0833,0.2642
一言,0.4,0,1.6906,0,0.4,0,0.0667
上がって,0,0.0909,0.2882,0.0909,0.2882,0.8443,0.0909
上がら,0.2438,1.2957,0.2438,0.2438,0,0.0769,0
下がった,0.8078,0.8078,0.375,0,0,0.375,0
不安で,0,4.5236,0,0,0,0,0
不安でした,0,4.0875,0,0,0,0,0
不幸,2.6046,0,0,0.0476,0.1509,0.2857,0.0476
不正,0.1761,0.0556,1.661,0.516,0,0,0.1761
不祥事,0,0,1.2353,0.9908,0,0.5463,0
不足,0,1.2957,1.2957,0.0769,0,0,0
並んで,0.0556,0.0556,1.4089,1.4089,0,0,0
中傷,0,0,1.4037,1.4037,0,0,0
中国,0.3158,0.4888,0.6803,0.4888,0,0.1668,0.0526
中学生,0.3,0.05,0.3,0.3,0.3,0.4644,0.3
中心,0,0,1.8114,1.2032,0,0,0
丸,1.5735,0,0,0.6803,0.0526,0.4888,0
主張,0.4615,0,0.4615,1.2957,0,0.0769,0
久々に,0.0455,0.0455,0,0.1441,0.7656,0.2727,1.359
久しぶりの,0.2642,0.0833,0,0,0.0833,0.2642,1.4037
乗った,0,0.2882,0,0.5455,0.5455,0.0909,0.2882
乳,1.2076,0.6155,0,0,0.2857,0.2857,0.1509
予約,0.8617,0.0667,0.2113,0,0.0667,0.0667,0.8617
